time,date,ip,log,label
18:46:33,12-04-2026,96.74.116.219,login successful,normal
18:46:34,12-04-2026,113.35.17.226,session started,normal
18:46:35,12-04-2026,166.128.187.220,cache hit for request,normal
18:46:36,12-04-2026,83.217.29.193,cache hit for request,normal
18:46:37,12-04-2026,64.11.99.165,login successful,normal
18:46:38,12-04-2026,166.246.157.193,cache hit for request,normal
18:46:39,12-04-2026,236.184.17.224,normal authentication success,normal
18:46:40,12-04-2026,45.33.32.156,failed login attempt,brute_force
18:46:41,12-04-2026,219.228.98.96,user logged out,normal
18:46:42,12-04-2026,58.132.80.47,session reopened after timeout,normal
18:46:43,12-04-2026,243.24.75.125,login from new ip verified,normal
18:46:44,12-04-2026,171.51.231.23,query executed successfully,normal
18:46:45,12-04-2026,162.198.196.117,data fetched from database,normal
18:46:46,12-04-2026,236.184.17.224,query executed successfully,normal
18:46:47,12-04-2026,236.184.17.224,login successful,normal
18:46:48,12-04-2026,95.183.118.106,api call completed,normal
18:46:49,12-04-2026,219.228.98.96,password verified successfully,normal
18:46:50,12-04-2026,45.33.32.156,memory overflow critical error,memory_overflow
18:46:51,12-04-2026,163.176.81.24,token refreshed successfully,normal
18:46:52,12-04-2026,166.128.187.220,login successful,normal
18:46:53,12-04-2026,166.246.157.193,session closed normally,normal
18:46:54,12-04-2026,219.228.98.96,file read successfully,normal
18:46:55,12-04-2026,204.227.140.128,login from new ip verified,normal
18:46:56,12-04-2026,221.150.207.249,user profile loaded,normal
18:46:57,12-04-2026,96.74.116.219,session started,normal
18:46:58,12-04-2026,79.91.215.121,token refreshed successfully,normal
18:46:59,12-04-2026,243.24.75.125,session reopened after timeout,normal
18:47:00,12-04-2026,192.168.66.66,system crash detected kernel panic,system_crash
18:47:01,12-04-2026,228.35.185.50,normal authentication success,normal
18:47:02,12-04-2026,58.132.80.47,connection established successfully,normal
18:47:03,12-04-2026,15.149.151.124,request processed successfully,normal
18:47:04,12-04-2026,96.74.116.219,data fetched from database,normal
18:47:05,12-04-2026,139.115.241.103,user profile loaded,normal
18:47:06,12-04-2026,83.217.29.193,connection established successfully,normal
18:47:07,12-04-2026,243.28.64.116,file read successfully,normal
18:47:08,12-04-2026,113.35.17.226,password verified successfully,normal
18:47:09,12-04-2026,221.250.4.242,api call completed,normal
18:47:10,12-04-2026,45.33.32.156,system crash detected kernel panic,system_crash
18:47:11,12-04-2026,212.10.5.22,normal authentication success,normal
18:47:12,12-04-2026,37.61.53.93,session started,normal
18:47:13,12-04-2026,239.199.26.109,data fetched from database,normal
18:47:14,12-04-2026,19.107.27.36,file read successfully,normal
18:47:15,12-04-2026,15.149.151.124,request processed successfully,normal
18:47:16,12-04-2026,231.117.179.139,session reopened after timeout,normal
18:47:17,12-04-2026,163.176.81.24,password verified successfully,normal
18:47:18,12-04-2026,139.115.241.103,connection established successfully,normal
18:47:19,12-04-2026,212.10.5.22,failed login attempt then success,normal
18:47:20,12-04-2026,45.33.32.156,port scanning detected multiple ports,port_scan
18:47:21,12-04-2026,96.74.116.219,login from new ip verified,normal
18:47:22,12-04-2026,166.250.160.163,session started,normal
18:47:23,12-04-2026,109.160.125.249,session closed normally,normal
18:47:24,12-04-2026,162.198.196.117,token refreshed successfully,normal
18:47:25,12-04-2026,58.132.80.47,cache hit for request,normal
18:47:26,12-04-2026,109.160.125.249,login from new ip verified,normal
18:47:27,12-04-2026,221.250.4.242,user profile loaded,normal
18:47:28,12-04-2026,231.71.24.169,data fetched from database,normal
18:47:29,12-04-2026,243.24.75.125,api call completed,normal
18:47:30,12-04-2026,198.51.100.1,sql injection attempt detected,sql_injection
18:47:31,12-04-2026,229.9.50.234,user profile loaded,normal
18:47:32,12-04-2026,221.250.4.242,session started,normal
18:47:33,12-04-2026,171.51.231.23,brief database connection retry success,normal
18:47:34,12-04-2026,231.71.24.169,login successful,normal
18:47:35,12-04-2026,212.10.5.22,connection established successfully,normal
18:47:36,12-04-2026,88.183.67.202,query executed successfully,normal
18:47:37,12-04-2026,56.148.55.92,session started,normal
18:47:38,12-04-2026,64.11.99.165,normal authentication success,normal
18:47:39,12-04-2026,219.228.98.96,request processed successfully,normal
18:47:40,12-04-2026,192.168.66.66,cpu usage spike 98 percent,cpu_spike
18:47:41,12-04-2026,212.10.5.22,login successful,normal
18:47:42,12-04-2026,204.227.140.128,session reopened after timeout,normal
18:47:43,12-04-2026,96.74.116.219,request processed successfully,normal
18:47:44,12-04-2026,177.160.25.104,password verified successfully,normal
18:47:45,12-04-2026,41.103.50.99,request processed successfully,normal
18:47:46,12-04-2026,204.227.140.128,password verified successfully,normal
18:47:47,12-04-2026,83.217.29.193,login from new ip verified,normal
18:47:48,12-04-2026,166.246.157.193,session started,normal
18:47:49,12-04-2026,166.246.157.193,session reopened after timeout,normal
18:47:50,12-04-2026,198.51.100.1,data exfiltration large file transfer 2gb,data_exfiltration
18:47:51,12-04-2026,245.80.238.29,request processed successfully,normal
18:47:52,12-04-2026,83.217.29.193,login from new ip verified,normal
18:47:53,12-04-2026,79.91.215.121,api call completed,normal
18:47:54,12-04-2026,204.227.140.128,api call completed,normal
18:47:55,12-04-2026,109.160.125.249,data fetched from database,normal
18:47:56,12-04-2026,211.74.201.211,cache hit for request,normal
18:47:57,12-04-2026,238.103.160.96,data fetched from database,normal
18:47:58,12-04-2026,109.160.125.249,token refreshed successfully,normal
18:47:59,12-04-2026,113.35.17.226,login successful,normal
18:48:00,12-04-2026,198.51.100.1,data exfiltration large file transfer 2gb,data_exfiltration
18:48:01,12-04-2026,163.176.81.24,normal authentication success,normal
18:48:02,12-04-2026,162.198.196.117,brief database connection retry success,normal
18:48:03,12-04-2026,155.62.106.228,session closed normally,normal
18:48:04,12-04-2026,231.71.24.169,session closed normally,normal
18:48:05,12-04-2026,212.10.5.22,brief database connection retry success,normal
18:48:06,12-04-2026,95.183.118.106,data fetched from database,normal
18:48:07,12-04-2026,126.159.241.49,session started,normal
18:48:08,12-04-2026,229.9.50.234,request processed successfully,normal
18:48:09,12-04-2026,79.91.215.121,login successful,normal
18:48:10,12-04-2026,45.33.32.156,cpu usage spike 98 percent,cpu_spike
18:48:11,12-04-2026,177.145.196.236,session closed normally,normal
18:48:12,12-04-2026,245.80.238.29,connection established successfully,normal
18:48:13,12-04-2026,109.160.125.249,request processed successfully,normal
18:48:14,12-04-2026,95.183.118.106,token refreshed successfully,normal
18:48:15,12-04-2026,162.198.196.117,login successful,normal
18:48:16,12-04-2026,231.71.24.169,session started,normal
18:48:17,12-04-2026,229.9.50.234,login successful,normal
18:48:18,12-04-2026,34.44.2.78,login successful,normal
18:48:19,12-04-2026,204.227.140.128,request processed successfully,normal
18:48:20,12-04-2026,45.33.32.156,cpu usage spike 98 percent,cpu_spike
18:48:21,12-04-2026,162.198.196.117,token refreshed successfully,normal
18:48:22,12-04-2026,166.246.157.193,user profile loaded,normal
18:48:23,12-04-2026,228.35.185.50,cache hit for request,normal
18:48:24,12-04-2026,58.132.80.47,connection established successfully,normal
18:48:25,12-04-2026,101.178.162.67,normal authentication success,normal
18:48:27,12-04-2026,245.80.238.29,connection established successfully,normal
18:48:28,12-04-2026,243.28.64.116,user logged out,normal
18:48:29,12-04-2026,101.178.162.67,connection established successfully,normal
18:48:30,12-04-2026,236.184.17.224,request processed successfully,normal
18:48:31,12-04-2026,203.0.113.42,failed login attempt,brute_force
18:48:32,12-04-2026,236.184.17.224,request processed successfully,normal
18:48:33,12-04-2026,139.115.241.103,brief database connection retry success,normal
18:48:34,12-04-2026,88.183.67.202,brief database connection retry success,normal
18:48:35,12-04-2026,236.184.17.224,session started,normal
18:48:36,12-04-2026,219.228.98.96,request processed successfully,normal
18:50:17,12-04-2026,74.50.39.71,brief database connection retry success,normal
18:50:18,12-04-2026,28.211.65.167,login from new ip verified,normal
18:50:19,12-04-2026,47.51.176.152,data fetched from database,normal
18:50:20,12-04-2026,246.13.13.193,connection established successfully,normal
18:50:21,12-04-2026,13.31.5.50,login from new ip verified,normal
18:50:22,12-04-2026,235.25.3.175,api call completed,normal
18:50:23,12-04-2026,59.82.222.73,session reopened after timeout,normal
18:50:24,12-04-2026,47.51.176.152,normal authentication success,normal
18:50:25,12-04-2026,213.213.53.204,query executed successfully,normal
18:50:26,12-04-2026,163.234.107.185,user profile loaded,normal
18:50:27,12-04-2026,45.33.32.156,ddos request flood 5000 requests per second,ddos
18:50:28,12-04-2026,211.158.114.176,session started,normal
18:50:29,12-04-2026,21.28.118.213,failed login attempt then success,normal
18:50:30,12-04-2026,246.13.13.193,session closed normally,normal
18:50:31,12-04-2026,127.168.113.46,connection established successfully,normal
18:50:32,12-04-2026,23.28.107.181,request processed successfully,normal
18:50:33,12-04-2026,129.141.75.30,data fetched from database,normal
18:50:34,12-04-2026,11.66.184.81,normal authentication success,normal
18:50:35,12-04-2026,120.226.234.46,data fetched from database,normal
18:50:36,12-04-2026,74.201.208.54,login from new ip verified,normal
18:50:37,12-04-2026,192.168.66.66,database connection failed repeatedly,db_failure
18:50:38,12-04-2026,21.28.118.213,brief database connection retry success,normal
18:50:39,12-04-2026,114.182.35.41,api call completed,normal
18:50:40,12-04-2026,232.246.121.204,user logged out,normal
18:50:41,12-04-2026,57.74.195.102,login successful,normal
18:50:42,12-04-2026,30.73.148.197,connection established successfully,normal
18:50:43,12-04-2026,193.60.161.178,session started,normal
18:50:44,12-04-2026,11.66.184.81,user profile loaded,normal
18:50:45,12-04-2026,114.182.35.41,data fetched from database,normal
18:50:46,12-04-2026,28.211.65.167,data fetched from database,normal
18:50:47,12-04-2026,103.21.244.0,system crash detected kernel panic,system_crash
18:50:48,12-04-2026,94.70.148.140,failed login attempt then success,normal
18:50:49,12-04-2026,10.52.153.79,file read successfully,normal
18:50:50,12-04-2026,129.141.75.30,session reopened after timeout,normal
18:50:51,12-04-2026,47.51.176.152,request processed successfully,normal
18:50:52,12-04-2026,225.45.157.244,failed login attempt then success,normal
18:50:57,12-04-2026,186.139.240.85,data fetched from database,normal
18:50:58,12-04-2026,141.235.35.1,api call completed,normal
18:50:59,12-04-2026,128.204.91.137,user logged out,normal
18:51:00,12-04-2026,165.18.169.40,request processed successfully,normal
18:51:01,12-04-2026,102.236.91.42,data fetched from database,normal
18:51:02,12-04-2026,54.54.98.246,api call completed,normal
18:51:03,12-04-2026,79.38.194.53,api call completed,normal
18:51:04,12-04-2026,91.57.249.33,request processed successfully,normal
18:51:05,12-04-2026,189.8.184.183,user logged out,normal
18:51:06,12-04-2026,227.190.84.139,request processed successfully,normal
18:51:07,12-04-2026,103.21.244.0,memory overflow critical error,memory_overflow
18:51:08,12-04-2026,98.56.121.167,session closed normally,normal
18:51:09,12-04-2026,83.101.133.109,normal authentication success,normal
18:51:10,12-04-2026,158.64.109.158,brief database connection retry success,normal
18:51:11,12-04-2026,158.64.109.158,data fetched from database,normal
18:51:12,12-04-2026,189.8.184.183,password verified successfully,normal
18:51:13,12-04-2026,88.29.175.73,login successful,normal
18:51:14,12-04-2026,212.127.235.125,password verified successfully,normal
18:51:15,12-04-2026,81.226.57.85,login successful,normal
18:51:16,12-04-2026,170.235.27.43,normal authentication success,normal
18:51:17,12-04-2026,45.33.32.156,memory overflow critical error,memory_overflow
18:51:18,12-04-2026,73.42.75.232,login successful,normal
18:51:19,12-04-2026,14.130.52.104,data fetched from database,normal
18:51:20,12-04-2026,197.185.33.188,data fetched from database,normal
18:51:21,12-04-2026,62.33.188.47,user profile loaded,normal
18:51:22,12-04-2026,128.204.91.137,session started,normal
18:51:23,12-04-2026,199.74.112.8,session started,normal
18:51:24,12-04-2026,141.235.35.1,connection established successfully,normal
18:51:25,12-04-2026,13.80.68.127,query executed successfully,normal
18:51:26,12-04-2026,165.18.169.40,session closed normally,normal
18:51:27,12-04-2026,45.33.32.156,failed login attempt,brute_force
18:51:28,12-04-2026,155.62.163.219,api call completed,normal
18:51:29,12-04-2026,78.134.125.209,login from new ip verified,normal
18:51:30,12-04-2026,244.21.124.170,user logged out,normal
18:51:31,12-04-2026,136.77.140.218,token refreshed successfully,normal
18:51:32,12-04-2026,102.236.91.42,cache hit for request,normal
18:51:33,12-04-2026,56.157.4.132,session closed normally,normal
18:51:34,12-04-2026,194.66.224.116,brief database connection retry success,normal
18:51:35,12-04-2026,125.74.226.73,user logged out,normal
18:51:36,12-04-2026,124.247.167.66,cache hit for request,normal
18:51:37,12-04-2026,203.0.113.42,multiple session spam from single ip,session_spam
18:51:38,12-04-2026,197.185.33.188,user logged out,normal
18:51:39,12-04-2026,237.237.78.180,cache hit for request,normal
18:51:40,12-04-2026,170.235.27.43,data fetched from database,normal
18:51:41,12-04-2026,180.140.246.227,request processed successfully,normal
18:51:42,12-04-2026,244.205.43.200,user profile loaded,normal
18:51:43,12-04-2026,54.54.98.246,request processed successfully,normal
18:51:44,12-04-2026,194.66.224.116,brief database connection retry success,normal
18:51:45,12-04-2026,244.205.43.200,connection established successfully,normal
18:51:46,12-04-2026,227.190.84.139,password verified successfully,normal
18:51:47,12-04-2026,198.51.100.1,data exfiltration large file transfer 2gb,data_exfiltration
18:51:48,12-04-2026,88.29.175.73,failed login attempt then success,normal
18:51:49,12-04-2026,56.157.4.132,failed login attempt then success,normal
18:51:50,12-04-2026,180.140.246.227,login from new ip verified,normal
18:51:51,12-04-2026,165.18.169.40,login from new ip verified,normal
18:51:52,12-04-2026,125.74.226.73,session closed normally,normal
18:51:53,12-04-2026,121.184.211.242,user logged out,normal
18:51:54,12-04-2026,124.247.167.66,user profile loaded,normal
18:51:55,12-04-2026,111.35.26.200,normal authentication success,normal
18:51:56,12-04-2026,180.140.246.227,user profile loaded,normal
18:51:57,12-04-2026,45.33.32.156,failed login attempt,brute_force
18:51:58,12-04-2026,154.224.168.51,query executed successfully,normal
18:51:59,12-04-2026,125.74.226.73,login successful,normal
18:52:00,12-04-2026,78.134.125.209,login successful,normal
18:52:01,12-04-2026,24.4.147.242,file read successfully,normal
18:52:02,12-04-2026,189.8.184.183,api call completed,normal
18:52:03,12-04-2026,64.64.202.84,connection established successfully,normal
18:52:04,12-04-2026,121.184.211.242,user logged out,normal
18:52:05,12-04-2026,194.66.224.116,query executed successfully,normal
18:52:06,12-04-2026,194.66.224.116,token refreshed successfully,normal
18:52:07,12-04-2026,192.168.66.66,data exfiltration large file transfer 2gb,data_exfiltration
18:52:08,12-04-2026,83.101.133.109,brief database connection retry success,normal
18:52:09,12-04-2026,121.184.211.242,data fetched from database,normal
18:52:10,12-04-2026,244.21.124.170,login successful,normal
18:52:11,12-04-2026,102.236.91.42,user logged out,normal
18:52:12,12-04-2026,91.57.249.33,api call completed,normal
18:52:13,12-04-2026,24.4.147.242,query executed successfully,normal
18:52:14,12-04-2026,13.80.68.127,user logged out,normal
18:52:15,12-04-2026,215.40.136.111,token refreshed successfully,normal
18:52:16,12-04-2026,124.247.167.66,session started,normal
18:52:17,12-04-2026,203.0.113.42,memory overflow critical error,memory_overflow
18:52:18,12-04-2026,124.247.167.66,normal authentication success,normal
18:52:19,12-04-2026,125.74.226.73,request processed successfully,normal
18:52:20,12-04-2026,158.64.109.158,failed login attempt then success,normal
18:52:21,12-04-2026,199.74.112.8,normal authentication success,normal
18:52:22,12-04-2026,56.157.4.132,query executed successfully,normal
18:52:24,12-04-2026,102.236.91.42,request processed successfully,normal
18:52:25,12-04-2026,83.101.133.109,api call completed,normal
18:52:26,12-04-2026,136.77.140.218,data fetched from database,normal
18:52:27,12-04-2026,62.33.188.47,session started,normal
18:52:28,12-04-2026,192.168.66.66,failed login attempt,brute_force
18:52:29,12-04-2026,180.140.246.227,user profile loaded,normal
18:52:30,12-04-2026,154.224.168.51,cache hit for request,normal
18:52:31,12-04-2026,100.2.203.249,login from new ip verified,normal
18:52:32,12-04-2026,208.101.125.170,login successful,normal
18:52:33,12-04-2026,180.140.246.227,failed login attempt then success,normal
18:52:34,12-04-2026,158.64.109.158,session closed normally,normal
18:52:35,12-04-2026,212.127.235.125,normal authentication success,normal
18:52:36,12-04-2026,17.224.157.44,login successful,normal
18:52:37,12-04-2026,78.134.125.209,normal authentication success,normal
18:52:38,12-04-2026,203.0.113.42,failed login attempt,brute_force
18:52:39,12-04-2026,194.66.224.116,query executed successfully,normal
18:52:40,12-04-2026,74.13.143.250,password verified successfully,normal
18:52:41,12-04-2026,24.4.147.242,brief database connection retry success,normal
18:52:42,12-04-2026,14.130.52.104,data fetched from database,normal
18:52:43,12-04-2026,215.40.136.111,session reopened after timeout,normal
18:52:44,12-04-2026,79.38.194.53,data fetched from database,normal
18:52:45,12-04-2026,81.226.57.85,brief database connection retry success,normal
18:52:46,12-04-2026,83.101.133.109,user logged out,normal
18:52:47,12-04-2026,192.243.211.117,data fetched from database,normal
18:52:48,12-04-2026,192.168.66.66,unauthorized access attempt detected,unauthorized_access
18:52:53,12-04-2026,179.7.109.16,token refreshed successfully,normal
18:52:54,12-04-2026,243.48.144.10,session reopened after timeout,normal
18:52:55,12-04-2026,249.67.134.62,login successful,normal
18:52:56,12-04-2026,131.202.162.179,session started,normal
18:52:57,12-04-2026,180.30.184.224,failed login attempt then success,normal
18:52:58,12-04-2026,172.145.205.200,data fetched from database,normal
18:52:59,12-04-2026,239.26.69.30,normal authentication success,normal
18:53:00,12-04-2026,160.23.112.78,query executed successfully,normal
18:53:01,12-04-2026,41.135.83.82,file read successfully,normal
18:53:02,12-04-2026,97.231.133.160,api call completed,normal
18:53:03,12-04-2026,198.51.100.1,port scanning detected multiple ports,port_scan
18:53:04,12-04-2026,65.159.212.65,token refreshed successfully,normal
18:53:05,12-04-2026,131.202.162.179,token refreshed successfully,normal
18:53:06,12-04-2026,41.161.37.196,normal authentication success,normal
18:53:07,12-04-2026,73.98.124.233,cache hit for request,normal
18:53:08,12-04-2026,100.66.25.203,login from new ip verified,normal
18:53:09,12-04-2026,83.249.18.136,connection established successfully,normal
18:53:10,12-04-2026,95.79.198.83,brief database connection retry success,normal
18:53:11,12-04-2026,69.228.217.25,connection established successfully,normal
18:53:12,12-04-2026,249.67.134.62,user profile loaded,normal
18:53:13,12-04-2026,192.168.66.66,sql injection attempt detected,sql_injection
18:53:14,12-04-2026,41.135.83.82,password verified successfully,normal
18:53:15,12-04-2026,72.128.229.156,session started,normal
18:53:16,12-04-2026,181.152.105.215,file read successfully,normal
18:53:17,12-04-2026,127.249.128.53,cache hit for request,normal
18:53:18,12-04-2026,236.203.182.178,request processed successfully,normal
18:53:19,12-04-2026,120.215.10.121,session started,normal
18:53:20,12-04-2026,33.160.89.236,data fetched from database,normal
18:53:21,12-04-2026,21.56.183.3,cache hit for request,normal
18:53:22,12-04-2026,112.90.201.147,session reopened after timeout,normal
18:53:23,12-04-2026,198.51.100.1,cpu usage spike 98 percent,cpu_spike
18:53:24,12-04-2026,114.215.166.160,user logged out,normal
18:53:25,12-04-2026,89.184.176.184,normal authentication success,normal
18:53:26,12-04-2026,112.90.201.147,connection established successfully,normal
18:53:27,12-04-2026,127.249.128.53,file read successfully,normal
18:53:28,12-04-2026,72.128.229.156,user profile loaded,normal
18:53:29,12-04-2026,108.84.58.22,brief database connection retry success,normal
18:53:30,12-04-2026,95.79.198.83,query executed successfully,normal
18:53:31,12-04-2026,174.33.51.59,token refreshed successfully,normal
18:53:32,12-04-2026,33.160.89.236,login successful,normal
18:53:33,12-04-2026,45.33.32.156,database connection failed repeatedly,db_failure
18:53:34,12-04-2026,243.48.144.10,file read successfully,normal
18:53:35,12-04-2026,89.204.124.162,token refreshed successfully,normal
18:53:36,12-04-2026,67.171.65.231,file read successfully,normal
18:53:37,12-04-2026,181.152.105.215,request processed successfully,normal
18:53:38,12-04-2026,141.49.28.195,api call completed,normal
18:53:39,12-04-2026,41.135.83.82,file read successfully,normal
18:53:40,12-04-2026,30.82.144.131,token refreshed successfully,normal
18:53:41,12-04-2026,100.66.25.203,brief database connection retry success,normal
18:53:42,12-04-2026,236.203.182.178,session closed normally,normal
18:53:43,12-04-2026,45.33.32.156,privilege escalation attempt root access,privilege_escalation
18:53:44,12-04-2026,172.145.205.200,password verified successfully,normal
18:53:45,12-04-2026,127.249.128.53,brief database connection retry success,normal
18:53:46,12-04-2026,227.89.106.100,file read successfully,normal
18:53:47,12-04-2026,112.90.201.147,user profile loaded,normal
18:53:48,12-04-2026,127.249.128.53,user logged out,normal
18:53:49,12-04-2026,239.26.69.30,login from new ip verified,normal
18:53:50,12-04-2026,100.66.25.203,user logged out,normal
18:53:51,12-04-2026,69.228.217.25,api call completed,normal
18:53:52,12-04-2026,249.67.134.62,user logged out,normal
18:53:53,12-04-2026,45.33.32.156,ddos request flood 5000 requests per second,ddos
18:53:54,12-04-2026,89.204.124.162,login successful,normal
18:53:55,12-04-2026,120.200.118.120,request processed successfully,normal
18:53:56,12-04-2026,100.66.25.203,request processed successfully,normal
18:53:57,12-04-2026,83.249.18.136,user profile loaded,normal
18:53:58,12-04-2026,180.30.184.224,user profile loaded,normal
18:53:59,12-04-2026,180.30.184.224,cache hit for request,normal
18:54:00,12-04-2026,136.212.36.238,cache hit for request,normal
18:54:01,12-04-2026,33.160.89.236,connection established successfully,normal
18:54:02,12-04-2026,120.200.118.120,file read successfully,normal
18:54:03,12-04-2026,192.168.66.66,data exfiltration large file transfer 2gb,data_exfiltration
18:54:04,12-04-2026,141.129.55.140,brief database connection retry success,normal
18:54:05,12-04-2026,60.211.213.144,login successful,normal
18:54:06,12-04-2026,239.26.69.30,api call completed,normal
18:54:07,12-04-2026,136.212.36.238,api call completed,normal
18:54:08,12-04-2026,136.212.36.238,user logged out,normal
18:54:09,12-04-2026,243.48.144.10,connection established successfully,normal
18:54:10,12-04-2026,60.211.213.144,query executed successfully,normal
18:54:11,12-04-2026,174.33.51.59,failed login attempt then success,normal
18:54:12,12-04-2026,30.82.144.131,user logged out,normal
18:54:14,12-04-2026,203.0.113.42,multiple session spam from single ip,session_spam
18:54:15,12-04-2026,41.161.37.196,request processed successfully,normal
18:54:16,12-04-2026,60.211.213.144,session reopened after timeout,normal
18:54:17,12-04-2026,127.249.128.53,request processed successfully,normal
18:54:18,12-04-2026,114.215.166.160,file read successfully,normal
18:54:19,12-04-2026,72.128.229.156,login from new ip verified,normal
18:54:20,12-04-2026,42.143.85.184,user profile loaded,normal
18:54:21,12-04-2026,160.23.112.78,password verified successfully,normal
18:54:22,12-04-2026,131.202.162.179,user profile loaded,normal
18:54:23,12-04-2026,60.211.213.144,query executed successfully,normal
18:54:24,12-04-2026,203.0.113.42,failed login attempt,brute_force
18:54:25,12-04-2026,141.129.55.140,failed login attempt then success,normal
18:54:26,12-04-2026,243.48.144.10,failed login attempt then success,normal
18:54:27,12-04-2026,170.230.24.78,password verified successfully,normal
18:54:28,12-04-2026,30.82.144.131,session reopened after timeout,normal
18:54:29,12-04-2026,114.215.166.160,cache hit for request,normal
18:54:30,12-04-2026,114.215.166.160,query executed successfully,normal
18:54:31,12-04-2026,243.48.144.10,data fetched from database,normal
18:54:32,12-04-2026,127.97.168.240,request processed successfully,normal
18:54:33,12-04-2026,83.249.18.136,token refreshed successfully,normal
18:54:34,12-04-2026,192.168.66.66,failed login attempt,brute_force
18:54:35,12-04-2026,172.145.205.200,user profile loaded,normal
18:54:36,12-04-2026,33.160.89.236,session reopened after timeout,normal
18:54:37,12-04-2026,239.26.69.30,session started,normal
18:54:38,12-04-2026,67.171.65.231,token refreshed successfully,normal
18:54:39,12-04-2026,212.148.221.19,connection established successfully,normal
18:54:40,12-04-2026,33.160.89.236,request processed successfully,normal
18:54:41,12-04-2026,65.207.213.189,request processed successfully,normal
18:54:42,12-04-2026,93.84.113.52,query executed successfully,normal
18:54:43,12-04-2026,41.161.37.196,login successful,normal
18:54:44,12-04-2026,198.51.100.1,failed login attempt,brute_force
18:54:45,12-04-2026,160.23.112.78,file read successfully,normal
18:54:46,12-04-2026,65.159.212.65,session reopened after timeout,normal
18:54:47,12-04-2026,89.204.124.162,user profile loaded,normal
18:54:48,12-04-2026,207.116.168.17,api call completed,normal
18:54:49,12-04-2026,33.160.89.236,api call completed,normal
18:54:50,12-04-2026,73.98.124.233,file read successfully,normal
18:54:51,12-04-2026,93.84.113.52,login from new ip verified,normal
18:54:52,12-04-2026,249.67.134.62,brief database connection retry success,normal
18:54:53,12-04-2026,42.143.85.184,query executed successfully,normal
18:54:54,12-04-2026,45.33.32.156,ddos request flood 5000 requests per second,ddos
18:54:55,12-04-2026,131.202.162.179,user logged out,normal
18:54:56,12-04-2026,93.84.113.52,api call completed,normal
18:54:57,12-04-2026,127.97.168.240,session started,normal
18:54:58,12-04-2026,108.84.58.22,login from new ip verified,normal
18:54:59,12-04-2026,227.89.106.100,login successful,normal
18:55:00,12-04-2026,72.128.229.156,session started,normal
18:55:01,12-04-2026,89.184.176.184,query executed successfully,normal
18:55:02,12-04-2026,42.143.85.184,request processed successfully,normal
18:55:03,12-04-2026,141.49.28.195,login from new ip verified,normal
18:55:04,12-04-2026,192.168.66.66,failed login attempt,brute_force
18:55:05,12-04-2026,179.7.109.16,normal authentication success,normal
18:55:06,12-04-2026,95.209.167.87,request processed successfully,normal
18:55:07,12-04-2026,181.152.105.215,login from new ip verified,normal
18:55:08,12-04-2026,131.202.162.179,file read successfully,normal
18:55:09,12-04-2026,181.152.105.215,login successful,normal
18:55:10,12-04-2026,108.84.58.22,normal authentication success,normal
18:55:11,12-04-2026,207.116.168.17,request processed successfully,normal
18:55:12,12-04-2026,120.200.118.120,login successful,normal
18:55:13,12-04-2026,181.152.105.215,brief database connection retry success,normal
18:55:14,12-04-2026,45.33.32.156,sql injection attempt detected,sql_injection
18:55:15,12-04-2026,65.207.213.189,password verified successfully,normal
18:55:16,12-04-2026,72.128.229.156,login successful,normal
18:55:17,12-04-2026,42.143.85.184,login successful,normal
18:55:18,12-04-2026,120.200.118.120,brief database connection retry success,normal
18:55:19,12-04-2026,141.49.28.195,password verified successfully,normal
18:55:20,12-04-2026,30.82.144.131,login successful,normal
18:55:21,12-04-2026,67.171.65.231,password verified successfully,normal
18:55:22,12-04-2026,239.26.69.30,connection established successfully,normal
18:55:23,12-04-2026,33.160.89.236,cache hit for request,normal
18:55:24,12-04-2026,103.21.244.0,port scanning detected multiple ports,port_scan
18:55:25,12-04-2026,212.148.221.19,connection established successfully,normal
18:55:26,12-04-2026,179.7.109.16,token refreshed successfully,normal
18:55:27,12-04-2026,72.128.229.156,user profile loaded,normal
18:55:28,12-04-2026,95.209.167.87,connection established successfully,normal
18:55:29,12-04-2026,21.56.183.3,normal authentication success,normal
18:55:30,12-04-2026,179.7.109.16,password verified successfully,normal
18:55:31,12-04-2026,127.97.168.240,request processed successfully,normal
18:55:32,12-04-2026,93.84.113.52,password verified successfully,normal
18:55:33,12-04-2026,89.204.124.162,brief database connection retry success,normal
18:55:34,12-04-2026,192.168.66.66,privilege escalation attempt root access,privilege_escalation
18:55:35,12-04-2026,249.109.230.120,query executed successfully,normal
18:55:36,12-04-2026,60.211.213.144,api call completed,normal
18:55:37,12-04-2026,239.26.69.30,connection established successfully,normal
18:55:38,12-04-2026,65.159.212.65,brief database connection retry success,normal
18:55:39,12-04-2026,41.161.37.196,login successful,normal
18:55:40,12-04-2026,89.184.176.184,brief database connection retry success,normal
18:55:41,12-04-2026,131.202.162.179,session closed normally,normal
18:55:42,12-04-2026,249.109.230.120,session closed normally,normal
18:55:43,12-04-2026,33.160.89.236,session started,normal
18:55:44,12-04-2026,192.168.66.66,failed login attempt,brute_force
18:55:45,12-04-2026,127.97.168.240,query executed successfully,normal
18:55:46,12-04-2026,181.152.105.215,session reopened after timeout,normal
18:55:47,12-04-2026,41.161.37.196,login successful,normal
18:55:48,12-04-2026,174.33.51.59,cache hit for request,normal
18:55:49,12-04-2026,89.204.124.162,token refreshed successfully,normal
